0,2162703
0,4456495
0,6357078
0,9109620
0,10354834
0,11337893
0,12517553
0,14090448
0,14876893
0,16777456
0,17367294
0,18022669
0,19661087
0,20971826
0,22020418
0,22675799
0,23134557
0,23265634
0,22544728
0,22675808
0,23593311
0,24052076
0,24379757
0,23986545
0,24248695
0,24052088
0,24314229
0,23921008
0,23593324
0,22675805
0,21561675
0,21102913
0,21496131
0,22544721
0,21954902
0,21430599
0,20578623
0,19857713
0,19071272
0,18612515
0,18743577
0,19464482
0,19726640
0,19398952
0,6881379
0,6160486
0,6750305
0,7077982
0,6094949
0,6619237
0,6422629
0,6094952
0,6619237
0,6422616
0,5963878
0,5832800
0,5963868
0,5570647
0,5767254
0,5505110
0,4915282
0,5308496
0,5308500
0,5374035
0,5439569
0,5308489
0,5701714
0,5111888
0,5177420
0,5570638
0,5242961
0,4259910
0,4653129
0,4128836
0,4784195
0,4784193
0,4194376
0,4128837
0,4259906
0,4522048
0,4390976
0,4194370
0,4259906
0,4390986
0,3932218
0,4128831
0,4194373
0,3866686
0,3735614
0,4259896
0,3539005
0,4915261
0,3932224
0,3342394
0,3539001
0,3670070
0,3342390
0,3342382
0,3014702
0,3342388
0,3604525
0,3080235
0,2424881
0,2621483
0,2555949
0,2555948
0,3145768
0,2097189
0,2162729
0,2359332
0,2687016
0,2031644
0,2162719
0,3932198
0,3014706
0,2687015
0,2490404
0,2293792
0,2424874
0,1835042
0,2293790
0,1769503
0,2097182
0,1638428
0,1245208
0,1507347
0,1703962
0,1114130
0,1572889
0,1703960
0,1900568
0,1769496
0,1441816
0,1638429
0,2031643
0,1638427
0,1572891
0,1769496
0,1114134
0,983059
0,655377
0,983053
0,1507347
0,1048601
0,1638422
0,1638419
0,917526
0,655377
0,983055
0,1310739
0,1048595
0,1572886
0,1376266
0,1441808
0,1048591
0,983055
0,458755
0,917505
0,851984
0,4294836225
0,262151
0,720904
0,851976
0,917520
0,524294
0,720910
0,458761
0,458752
0,655370
0,262158
0,327687
0,589828
0,1310731
0,983058
0,655377
0,786455
0,851984
0,851981
0,1114126
0,720909
0,1507344
0,458761
0,851981
0,983058
0,851985
0,1114128
0,1179666
0,1114125
0,720908
0,1114127
0,1441811
0,1572883
0,1507353
0,1441815
0,1114137
0,1835033
0,1769504
0,1703961
0,1179669
0,1638420
0,1572886
0,1245209
0,2228250
0,1114137
0,1638428
